authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Frene_Figuerola_Wall,SRR14610331,SAMN19244678,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610332,SAMN19244677,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610333,SAMN19244676,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610334,SAMN19244675,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610335,SAMN19244648,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610336,SAMN19244674,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610337,SAMN19244673,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610338,SAMN19244672,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610339,SAMN19244671,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610340,SAMN19244670,PRJNA730896,yes,2018,Argentina,"-33.48,-59.3",-33.48,-59.3,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610341,SAMN19244669,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610342,SAMN19244668,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610343,SAMN19244667,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610344,SAMN19244666,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610345,SAMN19244665,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610346,SAMN19244647,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610347,SAMN19244664,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610348,SAMN19244663,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610349,SAMN19244662,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610350,SAMN19244661,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610351,SAMN19244660,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610352,SAMN19244646,PRJNA730896,yes,2018,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610353,SAMN19244645,PRJNA730896,yes,2018,Argentina,"-34.23,-60.32",-34.23,-60.32,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610354,SAMN19244659,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610355,SAMN19244658,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610356,SAMN19244657,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610357,SAMN19244656,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Frene_Figuerola_Wall,SRR14610358,SAMN19244655,PRJNA730896,yes,2018,Argentina,"-33.15,-60.42",-33.15,-60.42,Mineral,Soil,Soil,No,No,No,Zymo Research Soil Microbe DNA MiniPrep kit,Not included,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1016/j.apsoil.2022.104592
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 1. 1L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,1L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E1-18,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 3. 1L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,1L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E3-18,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 4. 1L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,1L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E4-18,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 2. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E2-19-r3,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 2. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E2-19-r4,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 4. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E4-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 4. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E4-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 5. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E5-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Residential Building 5. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,A-E5-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Educational Building. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,AS-SAI-20-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Water,Freshwater,Educational Building. 2L drinking water filtred 0.22um nitrocelulose membrane,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,2L water filtred 0.22um nitrocelulose membrane,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,AS-SAI-20-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 1. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E1-18,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 2.10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E2-18-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 2. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass) ",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E2-18-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Hospital PR. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-HPR-18,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 4. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E4-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 4. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E4-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 5. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E5-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Residential Building 5. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-E5-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Other,Biofilm,Hospital M1. 10 cm2 tank wall brushing,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"10 cm2 tank wall brushing (0,01g dry mass)",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,B-HM1-19-1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E2-18-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E2-18-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 3. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E3-18-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 3. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E3-18-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 4. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E4-18-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2018,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 4. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E4-18-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E2-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E2-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 4. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E4-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 4. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E4-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 5. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E5-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Residential Building 5. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-E5-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Hospital M1. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-HM1-19-r1,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Hospital M1. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-HM1-19-r2,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2019,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Hospital M2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-HM2-19-r4,No publication associated to this sequence by the release date of the Datathon's report
Martinez,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA889807,no,2020,Uruguay,"-34.9032800, -56.1881600",-34.90328,-56.18816,Mineral,Sediment,Hospital M2. 500mL tank sediment ,NA,NA,NA,MoBio PowerLyzer PowerSoil kit,"500mL tank sediment (0,5g dry mass) filtred 0.22um nitrocelulose membrane",PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,fastq,S-HM2-20-r7V,No publication associated to this sequence by the release date of the Datathon's report
